category,currency,customer_first_name,customer_full_name,customer_gender,customer_id,customer_last_name,customer_phone,day_of_week,day_of_week_i,email,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,order_date,order_id,products,products.created_on,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"[""Men's Clothing""]",EUR,Abd,Abd Jimenez,MALE,52,Jimenez,,Friday,4,abd@jimenez-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Elitelligence""]","March 29th 2019, 19:16:19.000",571762,"[{""base_price"":7.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":19629,""category"":""Men's Clothing"",""sku"":""ZO0555305553"",""taxless_price"":7.99,""unit_discount_amount"":0,""min_price"":3.92,""_id"":""sold_product_571762_19629"",""discount_amount"":0,""created_on"":""2016-12-16T19:16:19+00:00"",""product_name"":""Print T-shirt - white/red"",""price"":7.99,""taxful_price"":7.99,""base_unit_price"":7.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":13497,""category"":""Men's Clothing"",""sku"":""ZO0558405584"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.82,""_id"":""sold_product_571762_13497"",""discount_amount"":0,""created_on"":""2016-12-16T19:16:19+00:00"",""product_name"":""Print T-shirt - mottled light grey"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 16th 2016, 19:16:19.000"",""December 16th 2016, 19:16:19.000""]","[""ZO0555305553"",""ZO0558405584""]",$18.98 ,18.98,2,2,order,abd
"[""Men's Accessories"",""Men's Clothing""]",EUR,Hicham,Hicham Elliott,MALE,8,Elliott,,Friday,4,hicham@elliott-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Elitelligence"",""Oceanavigations""]","March 29th 2019, 19:14:53.000",571759,"[{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":17001,""category"":""Men's Accessories"",""sku"":""ZO0601806018"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.7,""_id"":""sold_product_571759_17001"",""discount_amount"":0,""created_on"":""2016-12-16T19:14:53+00:00"",""product_name"":""Watch - tan"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":15772,""category"":""Men's Clothing"",""sku"":""ZO0294502945"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":6.23,""_id"":""sold_product_571759_15772"",""discount_amount"":0,""created_on"":""2016-12-16T19:14:53+00:00"",""product_name"":""Print T-shirt - white"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99}]","[""December 16th 2016, 19:14:53.000"",""December 16th 2016, 19:14:53.000""]","[""ZO0601806018"",""ZO0294502945""]",$32.98 ,32.98,2,2,order,hicham
"[""Women's Shoes"",""Women's Clothing""]",EUR,Mary,Mary Baker,FEMALE,20,Baker,,Friday,4,mary@baker-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Low Tide Media"",""Tigress Enterprises""]","March 29th 2019, 19:14:53.000",571761,"[{""base_price"":109.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":5390,""category"":""Women's Shoes"",""sku"":""ZO0374403744"",""taxless_price"":109.99,""unit_discount_amount"":0,""min_price"":56.09,""_id"":""sold_product_571761_5390"",""discount_amount"":0,""created_on"":""2016-12-16T19:14:53+00:00"",""product_name"":""Boots - Midnight Blue"",""price"":109.99,""taxful_price"":109.99,""base_unit_price"":109.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":21554,""category"":""Women's Clothing"",""sku"":""ZO0071000710"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":16.17,""_id"":""sold_product_571761_21554"",""discount_amount"":0,""created_on"":""2016-12-16T19:14:53+00:00"",""product_name"":""Cardigan - black/creme"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 16th 2016, 19:14:53.000"",""December 16th 2016, 19:14:53.000""]","[""ZO0374403744"",""ZO0071000710""]",$142.98 ,142.98,2,2,order,mary
"[""Women's Shoes"",""Women's Clothing""]",EUR,Betty,Betty Reyes,FEMALE,44,Reyes,,Friday,4,betty@reyes-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.7
}",New York,"[""Tigress Enterprises"",""Spherecords""]","March 29th 2019, 19:10:34.000",571757,"[{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":12137,""category"":""Women's Shoes"",""sku"":""ZO0002200022"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":14.85,""_id"":""sold_product_571757_12137"",""discount_amount"":0,""created_on"":""2016-12-16T19:10:34+00:00"",""product_name"":""Platform sandals - indigo/camel"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":24886,""category"":""Women's Clothing"",""sku"":""ZO0661506615"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":9.87,""_id"":""sold_product_571757_24886"",""discount_amount"":0,""created_on"":""2016-12-16T19:10:34+00:00"",""product_name"":""Pyjamas - grey"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 16th 2016, 19:10:34.000"",""December 16th 2016, 19:10:34.000""]","[""ZO0002200022"",""ZO0661506615""]",$53.98 ,53.98,2,2,order,betty
"[""Men's Accessories"",""Men's Clothing""]",EUR,Recip,Recip Graham,MALE,10,Graham,,Friday,4,recip@graham-family.zzz,Istanbul,Asia,TR,"{
  ""lon"": 29,
  ""lat"": 41
}",Istanbul,"[""Elitelligence""]","March 29th 2019, 18:33:07.000",571729,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":11149,""category"":""Men's Accessories"",""sku"":""ZO0599605996"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.06,""_id"":""sold_product_571729_11149"",""discount_amount"":0,""created_on"":""2016-12-16T18:33:07+00:00"",""product_name"":""Sunglasses - black"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":7.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":10955,""category"":""Men's Clothing"",""sku"":""ZO0549205492"",""taxless_price"":7.99,""unit_discount_amount"":0,""min_price"":3.92,""_id"":""sold_product_571729_10955"",""discount_amount"":0,""created_on"":""2016-12-16T18:33:07+00:00"",""product_name"":""Vest - black"",""price"":7.99,""taxful_price"":7.99,""base_unit_price"":7.99}]","[""December 16th 2016, 18:33:07.000"",""December 16th 2016, 18:33:07.000""]","[""ZO0599605996"",""ZO0549205492""]",$18.98 ,18.98,2,2,order,recip
"[""Men's Clothing"",""Men's Shoes""]",EUR,Phil,Phil Rowe,MALE,50,Rowe,,Friday,4,phil@rowe-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Low Tide Media"",""Angeldale""]","March 29th 2019, 18:31:41.000",571728,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":14268,""category"":""Men's Clothing"",""sku"":""ZO0439004390"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.06,""_id"":""sold_product_571728_14268"",""discount_amount"":0,""created_on"":""2016-12-16T18:31:41+00:00"",""product_name"":""Print T-shirt - mottled green"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":84.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":22711,""category"":""Men's Shoes"",""sku"":""ZO0690706907"",""taxless_price"":84.99,""unit_discount_amount"":0,""min_price"":40.8,""_id"":""sold_product_571728_22711"",""discount_amount"":0,""created_on"":""2016-12-16T18:31:41+00:00"",""product_name"":""Boots - black"",""price"":84.99,""taxful_price"":84.99,""base_unit_price"":84.99}]","[""December 16th 2016, 18:31:41.000"",""December 16th 2016, 18:31:41.000""]","[""ZO0439004390"",""ZO0690706907""]",$95.98 ,95.98,2,2,order,phil
"[""Women's Clothing""]",EUR,Betty,Betty Goodwin,FEMALE,44,Goodwin,,Friday,4,betty@goodwin-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.7
}",New York,"[""Tigress Enterprises""]","March 29th 2019, 18:30:14.000",571725,"[{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":21821,""category"":""Women's Clothing"",""sku"":""ZO0051000510"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":11.54,""_id"":""sold_product_571725_21821"",""discount_amount"":0,""created_on"":""2016-12-16T18:30:14+00:00"",""product_name"":""Jersey dress - black/blue"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":15026,""category"":""Women's Clothing"",""sku"":""ZO0073200732"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":18.14,""_id"":""sold_product_571725_15026"",""discount_amount"":0,""created_on"":""2016-12-16T18:30:14+00:00"",""product_name"":""Cardigan - peacoat"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 16th 2016, 18:30:14.000"",""December 16th 2016, 18:30:14.000""]","[""ZO0051000510"",""ZO0073200732""]",$53.98 ,53.98,2,2,order,betty
"[""Men's Clothing""]",EUR,Robert,Robert Graham,MALE,29,Graham,,Friday,4,robert@graham-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Elitelligence""]","March 29th 2019, 18:11:31.000",571709,"[{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":23008,""category"":""Men's Clothing"",""sku"":""ZO0532205322"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":9.17,""_id"":""sold_product_571709_23008"",""discount_amount"":0,""created_on"":""2016-12-16T18:11:31+00:00"",""product_name"":""Shorts - black"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":13580,""category"":""Men's Clothing"",""sku"":""ZO0581405814"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":17.15,""_id"":""sold_product_571709_13580"",""discount_amount"":0,""created_on"":""2016-12-16T18:11:31+00:00"",""product_name"":""Tracksuit top - black"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 16th 2016, 18:11:31.000"",""December 16th 2016, 18:11:31.000""]","[""ZO0532205322"",""ZO0581405814""]",$49.98 ,49.98,2,2,order,robert
"[""Men's Accessories"",""Men's Clothing""]",EUR,Irwin,Irwin Perry,MALE,14,Perry,,Friday,4,irwin@perry-family.zzz,Bogotu00e1,South America,CO,"{
  ""lon"": -74.1,
  ""lat"": 4.6
}",Bogota D.C.,"[""Low Tide Media"",""Oceanavigations""]","March 29th 2019, 17:48:29.000",571684,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":16084,""category"":""Men's Accessories"",""sku"":""ZO0463004630"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.39,""_id"":""sold_product_571684_16084"",""discount_amount"":0,""created_on"":""2016-12-16T17:48:29+00:00"",""product_name"":""Scarf - black"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":11113,""category"":""Men's Clothing"",""sku"":""ZO0279802798"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.49,""_id"":""sold_product_571684_11113"",""discount_amount"":0,""created_on"":""2016-12-16T17:48:29+00:00"",""product_name"":""Shirt - navy"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 16th 2016, 17:48:29.000"",""December 16th 2016, 17:48:29.000""]","[""ZO0463004630"",""ZO0279802798""]",$35.98 ,35.98,2,2,order,irwin
"[""Men's Shoes""]",EUR,Ahmed Al,Ahmed Al Mullins,MALE,4,Mullins,,Friday,4,ahmed al@mullins-family.zzz,Abu Dhabi,Asia,AE,"{
  ""lon"": 54.4,
  ""lat"": 24.5
}",Abu Dhabi,"[""Low Tide Media"",""Oceanavigations""]","March 29th 2019, 17:47:02.000",571681,"[{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":15520,""category"":""Men's Shoes"",""sku"":""ZO0393003930"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":20.16,""_id"":""sold_product_571681_15520"",""discount_amount"":0,""created_on"":""2016-12-16T17:47:02+00:00"",""product_name"":""Smart lace-ups - black"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99},{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":21050,""category"":""Men's Shoes"",""sku"":""ZO0254102541"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":27.6,""_id"":""sold_product_571681_21050"",""discount_amount"":0,""created_on"":""2016-12-16T17:47:02+00:00"",""product_name"":""Lace-ups - tan"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99}]","[""December 16th 2016, 17:47:02.000"",""December 16th 2016, 17:47:02.000""]","[""ZO0393003930"",""ZO0254102541""]",$101.98 ,101.98,2,2,order,ahmed
"[""Women's Clothing""]",EUR,Abigail,Abigail Carpenter,FEMALE,46,Carpenter,,Friday,4,abigail@carpenter-family.zzz,Birmingham,Europe,GB,"{
  ""lon"": -1.9,
  ""lat"": 52.5
}",Birmingham,"[""Pyramidustries"",""Champion Arts""]","March 29th 2019, 17:35:31.000",571674,"[{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":14640,""category"":""Women's Clothing"",""sku"":""ZO0147501475"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":8.93,""_id"":""sold_product_571674_14640"",""discount_amount"":0,""created_on"":""2016-12-16T17:35:31+00:00"",""product_name"":""Trousers - khaki"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":17055,""category"":""Women's Clothing"",""sku"":""ZO0492704927"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.93,""_id"":""sold_product_571674_17055"",""discount_amount"":0,""created_on"":""2016-12-16T17:35:31+00:00"",""product_name"":""Print T-shirt - black"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 16th 2016, 17:35:31.000"",""December 16th 2016, 17:35:31.000""]","[""ZO0147501475"",""ZO0492704927""]",$29.98 ,29.98,2,2,order,abigail
"[""Women's Clothing""]",EUR,Wilhemina St.,Wilhemina St. Marshall,FEMALE,17,Marshall,,Friday,4,wilhemina st.@marshall-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Champion Arts"",""Tigress Enterprises""]","March 29th 2019, 17:29:46.000",571672,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":12139,""category"":""Women's Clothing"",""sku"":""ZO0505405054"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.24,""_id"":""sold_product_571672_12139"",""discount_amount"":0,""created_on"":""2016-12-16T17:29:46+00:00"",""product_name"":""Swimming shorts - turquoise"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":12167,""category"":""Women's Clothing"",""sku"":""ZO0081700817"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":8.93,""_id"":""sold_product_571672_12167"",""discount_amount"":0,""created_on"":""2016-12-16T17:29:46+00:00"",""product_name"":""Cape - black"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99}]","[""December 16th 2016, 17:29:46.000"",""December 16th 2016, 17:29:46.000""]","[""ZO0505405054"",""ZO0081700817""]",$43.98 ,43.98,2,2,order,wilhemina
"[""Women's Accessories"",""Women's Clothing""]",EUR,Elyssa,Elyssa Jackson,FEMALE,27,Jackson,,Friday,4,elyssa@jackson-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Pyramidustries""]","March 29th 2019, 17:08:10.000",571660,"[{""base_price"":21.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":15510,""category"":""Women's Accessories"",""sku"":""ZO0206102061"",""taxless_price"":21.99,""unit_discount_amount"":0,""min_price"":10.12,""_id"":""sold_product_571660_15510"",""discount_amount"":0,""created_on"":""2016-12-16T17:08:10+00:00"",""product_name"":""Handbag - green"",""price"":21.99,""taxful_price"":21.99,""base_unit_price"":21.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":15406,""category"":""Women's Clothing"",""sku"":""ZO0158301583"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":6.23,""_id"":""sold_product_571660_15406"",""discount_amount"":0,""created_on"":""2016-12-16T17:08:10+00:00"",""product_name"":""Vest - Medium Slate Blue"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99}]","[""December 16th 2016, 17:08:10.000"",""December 16th 2016, 17:08:10.000""]","[""ZO0206102061"",""ZO0158301583""]",$33.98 ,33.98,2,2,order,elyssa
"[""Women's Accessories""]",EUR,Pia,Pia Jensen,FEMALE,45,Jensen,,Friday,4,pia@jensen-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Pyramidustries"",""Angeldale""]","March 29th 2019, 16:53:46.000",571634,"[{""base_price"":18.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":11836,""category"":""Women's Accessories"",""sku"":""ZO0199801998"",""taxless_price"":18.99,""unit_discount_amount"":0,""min_price"":9.68,""_id"":""sold_product_571634_11836"",""discount_amount"":0,""created_on"":""2016-12-16T16:53:46+00:00"",""product_name"":""Rucksack - black"",""price"":18.99,""taxful_price"":18.99,""base_unit_price"":18.99},{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":21855,""category"":""Women's Accessories"",""sku"":""ZO0696106961"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":28.8,""_id"":""sold_product_571634_21855"",""discount_amount"":0,""created_on"":""2016-12-16T16:53:46+00:00"",""product_name"":""Tote bag - cognac"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99}]","[""December 16th 2016, 16:53:46.000"",""December 16th 2016, 16:53:46.000""]","[""ZO0199801998"",""ZO0696106961""]",$78.98 ,78.98,2,2,order,pia
"[""Women's Clothing""]",EUR,Mary,Mary Walters,FEMALE,20,Walters,,Friday,4,mary@walters-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Spherecords"",""Champion Arts""]","March 29th 2019, 16:49:26.000",571628,"[{""base_price"":22.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":23174,""category"":""Women's Clothing"",""sku"":""ZO0632806328"",""taxless_price"":22.99,""unit_discount_amount"":0,""min_price"":12.18,""_id"":""sold_product_571628_23174"",""discount_amount"":0,""created_on"":""2016-12-16T16:49:26+00:00"",""product_name"":""Chinos - dark blue"",""price"":22.99,""taxful_price"":22.99,""base_unit_price"":22.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":21900,""category"":""Women's Clothing"",""sku"":""ZO0486104861"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":9.45,""_id"":""sold_product_571628_21900"",""discount_amount"":0,""created_on"":""2016-12-16T16:49:26+00:00"",""product_name"":""Tracksuit bottoms - black"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 16th 2016, 16:49:26.000"",""December 16th 2016, 16:49:26.000""]","[""ZO0632806328"",""ZO0486104861""]",$43.98 ,43.98,2,2,order,mary
